date;time;prec;surfwet;glorad;metp;megrtp;mesotp10;mesotp30;meanrh;meanwd;meanwv;wd2;wv2;pres;netrad;heatflux
2024-05-04;19:00:00;0;0;34.6;12.6;12.1;12.9;12;84.6;348.8;0;348.8;0;1005.4;-36.5;11.1
2024-05-04;20:00:00;0;0;1.7;12.3;11.8;12.9;12;87.2;121.8;0;121.8;0;1005.2;-29.6;8.8
2024-05-04;21:00:00;0;0;0;12;10.7;12.9;12;87.2;76.8;0;76.8;0;1005;-54.7;7
2024-05-04;22:00:00;0;0;0;11.1;8.5;12.8;12;89.9;88;0;88;0;1004.7;-60.2;4.8
2024-05-04;23:00:00;0;0;0.1;9.9;7.5;12.7;12;92.8;102.7;0;102.7;0;1004.4;-41.8;1.4
2024-05-05;00:00:00;0;0;0;9.9;7.4;12.6;12;95.7;83.2;0;83.2;0;1003.7;-36;-1.8
2024-05-05;01:00:00;0;0;0;9;7;12.4;12;96.3;64.4;0;64.4;0;1002.9;-28.5;-4.3
2024-05-05;02:00:00;0;0;0;7.7;6.7;12.2;11.9;96.4;67.6;0;67.6;0;1002.3;-21.7;-5.8
2024-05-05;03:00:00;0;0;0;7.3;6.6;12.1;11.9;97.2;79.7;0;79.7;0;1001.8;-25.6;-6.4
2024-05-05;04:00:00;0;0;3.5;7.1;6.3;11.9;11.8;97.4;74.1;0;74.1;0;1001.4;-23.1;-6.8
2024-05-05;05:00:00;0;0;59.3;7.3;7;11.8;11.8;97.8;68.4;0;68.4;0;1001.1;14.6;-7.4
2024-05-05;06:00:00;0;0;191.8;8.5;9.5;11.7;11.7;98;105.2;0;105.2;0;1001.1;93.1;-7.1
2024-05-05;07:00:00;0;0;315.9;10.1;12;11.6;11.7;97.4;85.5;0;85.5;0.5;1000.8;169.3;-5
2024-05-05;08:00:00;0;0;316.5;10.7;12.9;11.6;11.6;94.3;90.4;0;90.4;2;1000.4;169.2;-0.9
2024-05-05;09:00:00;0;0;240;11.4;12.7;11.6;11.5;91.1;93.2;0;93.2;1.9;999.9;134.1;3.8
2024-05-05;10:00:00;0;0;195.9;11.9;12.8;11.7;11.5;88.3;78.1;0;78.1;2.1;999.3;111.5;7.2
2024-05-05;11:00:00;0.2;0;190;12.6;13.2;11.9;11.5;85.5;74.9;0;74.9;2.4;998.6;113.9;9.1
2024-05-05;12:00:00;0.3;0;158.3;12;12.4;12;11.5;89.3;68.2;0;68.2;2.5;998.2;101.6;10.4
2024-05-05;13:00:00;1.7;0;89.3;11.7;11.8;12;11.5;92.3;65.5;0;65.5;1.3;997.8;54.7;10.7
2024-05-05;14:00:00;2;0;74.8;11.2;11.1;12.1;11.5;93.2;67.2;0;67.2;1.6;997.3;43.4;10.1
2024-05-05;15:00:00;3;0;77.8;10.7;10.8;12.1;11.5;94.7;70.8;0;70.8;0.9;997;45;9.1
2024-05-05;16:00:00;1.9;0;45.9;10.6;10.6;12.1;11.5;95.4;176.3;0;176.3;1.1;996.5;18.3;8.4
2024-05-05;17:00:00;0;0;27.7;10.4;10.3;12.1;11.5;95.2;160.9;0;160.9;0.7;996.1;4.2;7.2
2024-05-05;18:00:00;0.2;0;13.5;10.3;10.2;12.1;11.5;95.1;215.4;0;215.4;0.1;996.2;-5.7;5.9
2024-05-05;19:00:00;1;0;4.9;10.3;10.2;12.1;11.5;96.1;311.8;0;311.8;0.1;996.3;-10.9;4.9
2024-05-05;20:00:00;1.5;0;0.7;10.2;10.1;12.1;11.5;96.4;300.6;0;300.6;1;996.5;-13.5;3.9
2024-05-05;21:00:00;0.7;0;0;10.1;10;12;11.5;96.3;304.7;0;304.7;0.8;996.7;-14.6;2.9
2024-05-05;22:00:00;0;0;0;10;9.7;12;11.5;94.6;279;0;279;0.9;996.8;-21.8;2.2
2024-05-05;23:00:00;0;0;0;9.2;8.7;11.9;11.5;93.9;317.2;0;317.2;1.7;996.8;-40.3;1.5
2024-05-06;00:00:00;0;0;0;8.5;7.8;11.9;11.5;91.6;318.4;0;318.4;1.6;996.6;-43.2;0.4
2024-05-06;01:00:00;0;0;0;8.4;7.9;11.8;11.5;92.4;272.2;0;272.2;0.3;996.7;-24.6;-1
2024-05-06;02:00:00;0;0;0;8.5;8.3;11.7;11.5;95.5;266.2;0;266.2;1;996.6;-22.3;-1.8
2024-05-06;03:00:00;0;0;0;8.8;8.6;11.7;11.5;95.8;277.9;0;277.9;2;996.7;-21.8;-2.2
2024-05-06;04:00:00;0;0;2.3;8.8;8.6;11.6;11.4;95.3;281.4;0;281.4;1.6;996.8;-17;-2.4
2024-05-06;05:00:00;0.4;0;20.1;8.8;8.6;11.5;11.4;94.9;285.2;0;285.2;1.3;997;1.3;-2.5
2024-05-06;06:00:00;0;0;52.9;9;9;11.5;11.4;95.6;274.3;0;274.3;1.3;997.1;25.2;-2.5
2024-05-06;07:00:00;0;0;90.6;9.4;9.7;11.5;11.4;95;294.5;0;294.5;0.9;997.4;49.9;-1.9
2024-05-06;08:00:00;0;0;118.6;9.9;10.2;11.4;11.3;93.1;255.1;0;255.1;1;997.8;72.5;-0.5
2024-05-06;09:00:00;0;0;155;10.5;10.9;11.4;11.3;90.9;247.4;0;247.4;0.7;998.3;97.5;1.3
2024-05-06;10:00:00;0;0;213.6;11.2;11.7;11.5;11.3;86.4;262.8;0;262.8;1.3;998.7;138.9;3.5
2024-05-06;11:00:00;0;0;136.5;11.7;12.2;11.5;11.3;86.3;268.8;0;268.8;0.4;999.1;78.2;5.9
2024-05-06;12:00:00;0;0;189.2;12.2;13.2;11.6;11.2;84.1;297;0;297;0.4;999.7;115.7;7.6
2024-05-06;13:00:00;0;0;150.7;12.5;13.7;11.7;11.2;84;190.8;0;190.8;0.1;1000;82.2;9.5
2024-05-06;14:00:00;0;0;132.9;12.4;13;11.8;11.3;86.4;68.9;0;68.9;1.1;1000.4;72.7;11
2024-05-06;15:00:00;0;0;244.1;12.6;13.7;11.9;11.3;85.9;61.5;0;61.5;1.5;1000.8;151.8;11.5
2024-05-06;16:00:00;0;0;267;13.1;14.5;12;11.3;82.3;70.7;0;70.7;1.6;1001.2;151.1;12.8
2024-05-06;17:00:00;0;0;120.2;12.9;13.5;12;11.3;81.4;69.9;0;69.9;1.7;1002;56.4;14.3
2024-05-06;18:00:00;0;0;46.1;12.1;12.2;12.1;11.3;81.8;66.8;0;66.8;2;1002.7;5.5;14
2024-05-06;19:00:00;0;0;31.4;11.8;11.6;12.2;11.4;85.7;70;0;70;0.9;1003.4;-27.2;12
2024-05-06;20:00:00;0;0;3.1;11.4;11.3;12.2;11.4;89.4;76.3;0;76.3;2.3;1004.2;-31;9.6
2024-05-06;21:00:00;0;0;0;11.2;11;12.2;11.4;91.7;74.2;0;74.2;2.2;1004.8;-28.1;7.3
2024-05-06;22:00:00;0;0;0;10.9;10.8;12.2;11.5;91.8;78.5;0;78.5;1.8;1005.7;-25.2;5.6
2024-05-06;23:00:00;0;0;0;10.7;10.5;12.1;11.5;91.8;77.2;0;77.2;1.5;1006.3;-22.9;4.3
2024-05-07;00:00:00;0;0;0.2;10.6;10.4;12.1;11.5;89.4;80;0;80;1.2;1006.8;-23.6;3.3
2024-05-07;01:00:00;0;0;0;10.3;10.1;12;11.5;88.2;82.6;0;82.6;2.3;1007.4;-23.1;2.5
2024-05-07;02:00:00;0;0;0.1;9.5;9.4;12;11.5;89;104.7;0;104.7;2.5;1008.1;-21.4;1.7
2024-05-07;03:00:00;0;0;0.1;9.4;9.3;11.9;11.5;88.8;102.3;0;102.3;1.2;1008.7;-21.1;0.8
2024-05-07;04:00:00;0;0;2.4;9.2;9.1;11.9;11.5;87.3;102.6;0;102.6;1.7;1009.2;-18.5;0.2
2024-05-07;05:00:00;0;0;22.4;9.1;9;11.8;11.5;86.2;106.7;0;106.7;2;1009.8;-3;-0.4
2024-05-07;06:00:00;0;0;77.5;9.2;9.4;11.7;11.4;86.2;109.8;0;109.8;2.4;1010.5;34.3;-0.8
2024-05-07;07:00:00;0;0;130.5;9.7;10.2;11.7;11.4;85.7;117;0;117;2.9;1011.2;72.7;-0.3
2024-05-07;08:00:00;0;0;150.4;10.1;10.7;11.7;11.4;83.6;130.8;0;130.8;3.3;1012;88.5;1.1
2024-05-07;09:00:00;0;0;200.5;10.6;11.3;11.7;11.4;82.2;146.4;0;146.4;3.2;1012.8;122.1;2.6
2024-05-07;10:00:00;0;0;427;11.4;13.3;11.7;11.3;78.8;145.3;0;145.3;3.3;1013.4;277.4;4.7
2024-05-07;11:00:00;0;0;388.3;12;13.8;11.7;11.3;72.3;124.6;0;124.6;2.5;1013.8;245.6;8.8
2024-05-07;12:00:00;0;0;424.1;12.8;15;11.9;11.3;67.5;117.9;0;117.9;2.1;1014.1;238.9;12.9
2024-05-07;13:00:00;0;0;607.3;14;16.2;12;11.3;59.5;123.2;0;123.2;2.3;1014.1;354.2;16.7
2024-05-07;14:00:00;0;0;680.6;14.8;17.4;12.2;11.4;46.3;132.1;0;132.1;2.8;1014.3;393.5;20.6
2024-05-07;15:00:00;0;0;577.5;15;17.5;12.3;11.4;43.4;144.6;0;144.6;2.6;1014.6;302.8;24.7
2024-05-07;16:00:00;0;0;457.8;14.8;16.9;12.5;11.4;42.1;153.2;0;153.2;2.3;1014.6;208.1;26.4
2024-05-07;17:00:00;0;0;344.1;14.5;16.1;12.7;11.5;43.6;150.7;0;150.7;1.9;1014.9;117.4;25.3
2024-05-07;18:00:00;0;0;210.3;14;14.7;12.8;11.6;46.9;152.2;0;152.2;1.7;1015.2;22.2;22.4
2024-05-07;19:00:00;0;0;62.3;12.9;11.9;12.8;11.6;52.8;149.1;0;149.1;0.5;1015.3;-63.6;18.5
2024-05-07;20:00:00;0;0;4.5;11.4;8.5;12.8;11.7;55.9;148.8;0;148.8;0;1015.4;-85.7;13.8
2024-05-07;21:00:00;0;0;0;9.9;6.9;12.8;11.7;64.5;158;0;158;0;1015.4;-79.3;8.4
2024-05-07;22:00:00;0;0;0;9.4;6.7;12.6;11.8;68.3;183.9;0;183.9;0;1015.6;-80.4;3.3
2024-05-07;23:00:00;0;0;0;8.6;6;12.5;11.8;73.6;155.4;0;155.4;0;1015.8;-74.9;-0.4
2024-05-08;00:00:00;0;0;0;7.8;5.6;12.3;11.8;78.5;172.1;0;172.1;0;1016;-57.8;-3.2
2024-05-08;01:00:00;0;0;0;7.4;6;12.1;11.7;81;163;0;163;0;1016;-53.6;-5.3
2024-05-08;02:00:00;0;0;0;7.1;5.9;11.9;11.7;82.6;168.8;0;168.8;0;1016;-55.1;-6.2
2024-05-08;03:00:00;0;0;0.5;7.3;6.6;11.8;11.7;84;180.1;0;180.1;0;1016.1;-34.3;-6.5
2024-05-08;04:00:00;0;0;2.7;7.7;7.4;11.7;11.6;86.1;202.4;0;202.4;0;1016.3;-22.4;-6.5
2024-05-08;05:00:00;0;0;13.2;8.3;8.2;11.6;11.6;90;236.7;0;236.7;0;1016.8;-8.4;-6
2024-05-08;06:00:00;0.4;0;23.5;9.1;9.2;11.5;11.5;92.7;260.1;0;260.1;0;1017.3;4.3;-5.1
2024-05-08;07:00:00;0.2;0;57.7;9.8;10.1;11.4;11.5;94.6;263.6;0;263.6;0;1017.6;30.8;-3.9
2024-05-08;08:00:00;0;0;131.2;10.6;11.2;11.4;11.4;94;245.2;0;245.2;0.3;1017.9;76.1;-2.3
2024-05-08;09:00:00;0;0;412.2;12;13.4;11.4;11.4;87.5;248;0;248;1.5;1018.2;256.8;0.2
2024-05-08;10:00:00;0;0;565.3;13.5;16.2;11.5;11.3;78.8;254.6;0;254.6;2.5;1018.4;350.7;5
2024-05-08;11:00:00;0;0;555.8;14.6;17.5;11.6;11.3;70;264;0;264;2.5;1018.5;327.6;11.9
2024-05-08;12:00:00;0;0;446.4;14.9;17;11.8;11.3;68.7;262.8;0;262.8;2.5;1018.4;264.8;18.2
2024-05-08;13:00:00;0;0;426.6;14.8;16.4;12;11.3;73.4;295.7;0;295.7;2.8;1018.2;260.8;21.7
2024-05-08;14:00:00;0;0;288.4;14.4;15.5;12.2;11.4;75.8;304.2;0;304.2;3.2;1018.3;162.3;22.8
2024-05-08;15:00:00;0;0;473.6;14.7;16.5;12.4;11.4;75.4;299.9;0;299.9;3.4;1018.3;270.3;22.2
2024-05-08;16:00:00;0;0;293.4;13.8;15;12.5;11.5;76.9;307;0;307;3.5;1018.2;131.3;22.3
2024-05-08;17:00:00;0;0;271.7;12.3;13.7;12.6;11.5;80.4;308.6;0;308.6;3.4;1018.2;95;20.9
2024-05-08;18:00:00;0;0;114.8;10.7;11.4;12.7;11.6;84.2;311.2;0;311.2;3.1;1018.2;43.2;18
2024-05-08;19:00:00;0;0;17.4;10;10.2;12.7;11.6;85.8;295.5;0;295.5;2.3;1018.2;-8.4;14.4
2024-05-08;20:00:00;0;0;1.9;9.4;9.5;12.7;11.7;86.2;286;0;286;2.2;1018.4;-17.8;10.7
2024-05-08;21:00:00;0;0;0.1;9.1;9.2;12.6;11.7;86.3;284.3;0;284.3;2.1;1018.6;-19;7.4
2024-05-08;22:00:00;0;0;0;8.9;9;12.5;11.8;86.3;261.8;0;261.8;1.8;1018.6;-18.4;4.7
2024-05-08;23:00:00;0;0;0;8.6;8.7;12.4;11.8;85.9;264.7;0;264.7;1.9;1018.5;-18;2.8
2024-05-09;00:00:00;0;0;0;8.8;8.8;12.3;11.8;86.6;257;0;257;1;1018.4;-21;1.4
2024-05-09;01:00:00;0;0;0;8.2;8;12.3;11.8;85.1;247.2;0;247.2;0.5;1018.2;-40.7;0.3
2024-05-09;02:00:00;0;0;0;7.8;7.6;12.2;11.8;85.5;248.6;0;248.6;1.9;1018;-38.9;-0.9
2024-05-09;03:00:00;0;0;0;7.7;7.5;12.1;11.8;87;255.6;0;255.6;2.2;1017.7;-30.1;-2.2
2024-05-09;04:00:00;0;0;4.5;7.8;7.7;12;11.7;88.2;248.8;0;248.8;1.7;1017.4;-20.9;-3.2
2024-05-09;05:00:00;0;0;40.7;8.2;8.4;11.9;11.7;89.5;233.4;0;233.4;1.1;1017.2;10;-3.7
2024-05-09;06:00:00;0;0;98;9;9.6;11.8;11.7;88.4;246.6;0;246.6;2.2;1017.2;45.4;-3.3
2024-05-09;07:00:00;0;0;132.5;9.9;10.5;11.7;11.6;86.7;237.7;0;237.7;2.3;1017.1;68.7;-2.1
2024-05-09;08:00:00;0;0;292.8;10.9;11.9;11.7;11.6;84.3;237.2;0;237.2;2.6;1016.8;166.7;-0.3
2024-05-09;09:00:00;0;0;365.5;12.4;13.8;11.7;11.6;80.1;243.2;0;243.2;3;1016.6;223.2;2.7
2024-05-09;10:00:00;0;0;380;13.3;14.8;11.8;11.5;76.7;238.4;0;238.4;3.4;1016.3;232.4;7.6
2024-05-09;11:00:00;0;0;442.1;14.1;15.8;12;11.5;73.6;245.1;0;245.1;3.6;1016.1;280.5;12
2024-05-09;12:00:00;0;0;288.7;14.3;15.6;12.1;11.5;69.7;253;0;253;4.2;1015.8;173.9;15.9
2024-05-09;13:00:00;0;0;269.1;13.4;14.2;12.3;11.5;75.3;262.8;0;262.8;4.4;1015.5;166.3;17.1
2024-05-09;14:00:00;0;0;306.1;13.8;15;12.4;11.6;76.7;255.4;0;255.4;4;1015.2;187.1;16
2024-05-09;15:00:00;0;0;214.3;13.6;14.5;12.5;11.6;77.3;259;0;259;3.9;1015;118.1;16.3
2024-05-09;16:00:00;0;0;185.9;13.3;13.9;12.6;11.7;78.9;262.3;0;262.3;4;1014.6;96.6;15.5
2024-05-09;17:00:00;0;0;151.8;13.2;13.7;12.7;11.7;79.3;266.2;0;266.2;3.7;1014.2;67.2;14.3
2024-05-09;18:00:00;0;0;121.3;13;13.3;12.7;11.7;79.9;258.5;0;258.5;3.6;1014;40;12.7
2024-05-09;19:00:00;0;0;38.2;12.6;12.6;12.7;11.8;80.6;257.4;0;257.4;3.2;1013.6;-12.5;11
2024-05-09;20:00:00;0;0;3.8;12;11.8;12.7;11.8;83.5;254.7;0;254.7;2.6;1013.6;-43.2;8.5
2024-05-09;21:00:00;0;0;0;11.7;11.3;12.6;11.8;85.4;259.8;0;259.8;3;1013.3;-48.6;5.8
2024-05-09;22:00:00;0;0;0.1;11.2;11.1;12.5;11.8;88.8;268.8;0;268.8;3;1013.1;-24.1;3.6
2024-05-09;23:00:00;0;0;0.1;11.1;11;12.4;11.9;89.4;271;0;271;3.4;1013.1;-20.5;2.2
2024-05-10;00:00:00;0;0;0.1;10.9;10.9;12.4;11.9;90.9;272.3;0;272.3;3.2;1013.1;-18;1.3
2024-05-10;01:00:00;0;0;0;10.7;10.7;12.3;11.8;92.7;272.5;0;272.5;2.8;1012.9;-16.4;0.7
2024-05-10;02:00:00;0;0;0.1;10.6;10.6;12.2;11.8;94.8;282;0;282;3;1012.6;-15;0.2
2024-05-10;03:00:00;0;0;0.2;10.4;10.4;12.1;11.8;94.4;284.9;0;284.9;4.3;1012.3;-14.8;-0.1
2024-05-10;04:00:00;0;0;4.3;10.1;10.1;12.1;11.8;93.5;290.9;0;290.9;3.8;1012.4;-12.3;-0.6
2024-05-10;05:00:00;0;0;12.7;10.3;10.3;12;11.8;93.2;293.7;0;293.7;3.8;1012.6;-7.4;-1.1
2024-05-10;06:00:00;0;0;37.4;9.7;9.9;12;11.7;93;290.5;0;290.5;2.9;1013;13.1;-1.2
2024-05-10;07:00:00;0;0;143;9.6;10.2;11.9;11.7;89.1;302.6;0;302.6;3.1;1013.3;85.9;-1.1
2024-05-10;08:00:00;0;0;244.8;9.9;11.1;11.9;11.7;85.1;291.6;0;291.6;2.7;1013.7;152.1;0.1
2024-05-10;09:00:00;0;0;488.5;11;13.1;11.9;11.6;77.6;289;0;289;3.1;1014.2;296.1;2.9
2024-05-10;10:00:00;0;0;686.7;12.3;15.3;11.9;11.6;70.8;280;0;280;3.5;1014.5;408.4;8.2
2024-05-10;11:00:00;0;0;716.7;13;16.1;12.1;11.6;67.9;279.4;0;279.4;3.9;1014.7;428.9;15.4
2024-05-10;12:00:00;0;0;768.2;13.4;16.4;12.5;11.6;64.7;295.3;0;295.3;4.1;1014.8;471.7;22.1
2024-05-10;13:00:00;0;0;748.9;13.3;16.2;12.8;11.6;64.2;303.9;0;303.9;4;1014.7;456.6;26.7
2024-05-10;14:00:00;0;0;579.8;13.1;15.6;13.2;11.7;65.8;303.8;0;303.8;3.5;1014.8;336.1;28.9
2024-05-10;15:00:00;0;0;507.3;13.5;16;13.5;11.8;68.6;289.3;0;289.3;2.9;1014.7;280.7;28.6
2024-05-10;16:00:00;0;0;345;13.6;15.7;13.6;11.9;70.8;291;0;291;2.4;1014.5;163.3;27.6
2024-05-10;17:00:00;0;0;253.7;13.7;15.1;13.8;12;72.6;294.4;0;294.4;1.9;1014.3;95.6;25.3
2024-05-10;18:00:00;0;0;181.3;13.7;14.6;13.8;12.1;73.1;286.6;0;286.6;2;1014.1;43.4;22.1
2024-05-10;19:00:00;0;0;87.5;13.1;13.5;13.8;12.2;75.6;304.1;0;304.1;2.4;1014.4;-42.2;18.5
2024-05-10;20:00:00;0;0;5.8;11.4;10.8;13.8;12.3;81.6;319.2;0;319.2;0.9;1014.8;-67.4;13.8
2024-05-10;21:00:00;0;0;0;10.6;10.2;13.7;12.3;86.1;327.6;0;327.6;1;1015.2;-56.1;8.8
2024-05-10;22:00:00;0;0;0;9.6;8.3;13.5;12.4;86.7;333.2;0;333.2;0.7;1015.3;-81.7;5.1
2024-05-10;23:00:00;0;0;0;8.4;6.3;13.4;12.4;87.6;322.6;0;322.6;0.3;1015.3;-77.3;1.6
2024-05-11;00:00:00;0;0;0;7.5;4.9;13.2;12.4;89.8;265.1;0;265.1;0;1015.3;-65.1;-2.2
2024-05-11;01:00:00;0;0;0.1;7.5;5.9;13;12.4;92;304.7;0;304.7;0;1015.2;-41.1;-5.4
2024-05-11;02:00:00;0;0;0;7.5;5.8;12.8;12.4;91.4;333.2;0;333.2;0;1015.3;-49.8;-6.9
2024-05-11;03:00:00;0;0;0;6.6;4.4;12.6;12.3;92.4;249.8;0;249.8;0;1015.4;-37.7;-8.2
2024-05-11;04:00:00;0;0;7.2;5.9;3.9;12.4;12.3;94.3;237.2;0;237.2;0;1015.6;-25.6;-10.3
2024-05-11;05:00:00;0;0;65.4;6.7;6;12.2;12.2;96.8;273.7;0;273.7;0;1015.9;18.1;-12
2024-05-11;06:00:00;0;0;183.9;8.4;9.3;12;12.1;97.5;317.3;0;317.3;0;1016.4;91.8;-11.1
2024-05-11;07:00:00;0;0;360.1;9.9;13.3;11.9;12;93.2;280.1;0;280.1;0.1;1017;148.6;-7.1
2024-05-11;08:00:00;0;0;481;11.7;15.6;11.9;12;77.9;263.2;0;263.2;0.2;1017.4;252.4;-1
2024-05-11;09:00:00;0;0;527.7;13.5;17.3;12;11.9;63.2;254.4;0;254.4;0.1;1017.4;284.5;6
2024-05-11;10:00:00;0;0;642.3;15.2;19.4;12.2;11.9;57.1;198.4;0;198.4;0.5;1017.7;363.1;13.4
2024-05-11;11:00:00;0;0;732.2;16.5;20.3;12.6;11.9;55.6;254.2;0;254.2;0.8;1017.5;440.2;22.3
2024-05-11;12:00:00;0;0;752.4;17.4;21.3;13.1;11.9;53.4;217.8;0;217.8;0.7;1017.3;461.5;30.7
2024-05-11;13:00:00;0;0;745.7;18.1;21.8;13.6;11.9;51.5;220;0;220;0.5;1017.1;455.5;36.9
2024-05-11;14:00:00;0;0;645;18.9;22.1;14.1;12.1;50.2;245.8;0;245.8;0.8;1017;375.3;40.6
2024-05-11;15:00:00;0;0;593.1;19.1;22;14.6;12.2;50.3;252.1;0;252.1;1.7;1016.8;322.4;41.5
2024-05-11;16:00:00;0;0;448.5;19.1;21.5;14.9;12.3;51;302.1;0;302.1;1.7;1016.5;204.9;39.8
2024-05-11;17:00:00;0;0;324.9;18.9;20.3;15.2;12.5;52;329;0;329;2;1016.4;116.7;36.1
2024-05-11;18:00:00;0;0;138.3;17.4;17.6;15.3;12.7;58;318.8;0;318.8;2.4;1016.4;0.5;30.8
2024-05-11;19:00:00;0;0;79;16.3;16.1;15.3;12.8;62.6;281.4;0;281.4;1.2;1016.4;-53;24.7
2024-05-11;20:00:00;0;0;6.5;14.4;13.1;15.1;12.9;64.6;188.1;0;188.1;0;1016.6;-86.9;18.8
2024-05-11;21:00:00;0;0;0;12.9;10.3;15;13;66.8;110.5;0;110.5;0;1016.6;-82.2;12.9
2024-05-11;22:00:00;0;0;0;11.7;9;14.8;13.1;72;73.9;0;73.9;0;1016.5;-79.9;7.5
2024-05-11;23:00:00;0;0;0;10.8;8.7;14.6;13.1;81.8;84.8;0;84.8;0;1016.4;-76.6;3.4
2024-05-12;00:00:00;0;0;0;10.3;8;14.3;13.2;87.1;111.4;0;111.4;0;1016.4;-70.1;0.2
2024-05-12;01:00:00;0;0;0;9.6;7.6;14.1;13.2;90.8;142.8;0;142.8;0.1;1016.4;-52.1;-2.5
2024-05-12;02:00:00;0;0;0;9.5;7.6;13.9;13.1;90.4;144.6;0;144.6;0;1016.5;-45.6;-4.5
2024-05-12;03:00:00;0;0;0.4;9.1;6.8;13.6;13.1;88.9;134.3;0;134.3;0;1016.6;-40.8;-5.9
2024-05-12;04:00:00;0;0;9.8;8.6;6.7;13.4;13;92.1;123.6;0;123.6;0;1016.6;-28.5;-7.6
2024-05-12;05:00:00;0;0;60.7;8.9;8.5;13.2;13;95;160.9;0;160.9;0.6;1016.7;14.9;-8.9
2024-05-12;06:00:00;0;0;115;9.2;9.8;13;12.9;97.6;160.6;0;160.6;2;1016.9;67.2;-7.7
2024-05-12;07:00:00;0;0;190.1;10.3;11.3;12.9;12.8;97.8;163.9;0;163.9;2.1;1017.1;100.7;-4.3
2024-05-12;08:00:00;0;0;439.4;12;13.9;12.9;12.8;91.2;157.2;0;157.2;2.7;1017.2;238.1;-0.1
2024-05-12;09:00:00;0;0;567.7;14.3;17.1;13;12.7;77.9;157.5;0;157.5;3.1;1017.2;308;6
2024-05-12;10:00:00;0;0;604.8;15.7;18.4;13.1;12.6;66.2;152;0;152;3.3;1017.2;334.5;13.6
2024-05-12;11:00:00;0;0;673.9;16.8;19.5;13.4;12.6;58.8;155.6;0;155.6;3.2;1017.1;390.5;20.8
2024-05-12;12:00:00;0;0;690.7;17.5;20.1;13.7;12.6;55.3;134.1;0;134.1;3.4;1016.7;411.4;27.5
2024-05-12;13:00:00;0;0;767.1;17.5;19.9;14.1;12.7;48.6;111;0;111;3.7;1016.1;470;31.9
2024-05-12;14:00:00;0;0;713.8;17.5;19.8;14.5;12.7;47.9;129.9;0;129.9;3.9;1015.5;421.5;33.9
2024-05-12;15:00:00;0;0;612.2;17.5;19.7;14.8;12.8;47.9;130.8;0;130.8;3.7;1015.1;333;34.2
2024-05-12;16:00:00;0;0;487.9;17.2;18.8;15.1;12.9;49.8;143.8;0;143.8;4;1014.5;230.2;32.5
2024-05-12;17:00:00;0;0;358.5;16.7;18;15.2;13;52.8;123.2;0;123.2;3.5;1014.2;127.5;28.9
2024-05-12;18:00:00;0;0;217.3;15.8;16.4;15.2;13.2;57.8;138.8;0;138.8;3.5;1013.9;18.5;23.8
2024-05-12;19:00:00;0;0;81.6;14.6;14.2;15.2;13.3;54;128.6;0;128.6;3.2;1013.8;-73.7;18.2
2024-05-12;20:00:00;0;0;6.3;12.7;11.3;15.1;13.4;55.7;121.2;0;121.2;2.1;1013.5;-100.5;12.2
2024-05-12;21:00:00;0;0;0;11.2;9.7;14.9;13.4;60.8;122.2;0;122.2;2.1;1013;-99.5;6.5
2024-05-12;22:00:00;0;0;0;9.9;8.3;14.6;13.4;63.9;118.7;0;118.7;1.5;1012.8;-99.9;1.8
2024-05-12;23:00:00;0;0;0;9.2;7.9;14.4;13.4;70.7;113.9;0;113.9;2.2;1012.6;-99.4;-1.8
2024-05-13;00:00:00;0;0;0;8.4;7.3;14.1;13.4;73.1;106.6;0;106.6;2;1012.4;-97.9;-4.6
2024-05-13;01:00:00;0;0;0;7.8;6.7;13.9;13.4;74.2;124.5;0;124.5;2.4;1011.9;-97.7;-6.9
2024-05-13;02:00:00;0;0;0;7.5;6.6;13.7;13.3;73.1;122.5;0;122.5;2.7;1011.8;-95.9;-8.8
2024-05-13;03:00:00;0;0;0;7.4;6.4;13.4;13.2;73.2;116.6;0;116.6;2.6;1011.6;-93;-10.5
2024-05-13;04:00:00;0;0;7.7;7.4;6.6;13.2;13.1;77.3;115.9;0;115.9;2.4;1011.4;-84.8;-11.7
2024-05-13;05:00:00;0;0;102.4;8;7.5;13;13.1;78.5;106.3;0;106.3;2.2;1011.3;-35.2;-12.3
2024-05-13;06:00:00;0;0;223.7;9.9;10.3;12.8;13;72;120;0;120;2.7;1011.4;34.5;-11.6
2024-05-13;07:00:00;0;0;363.3;11.8;13.2;12.7;12.9;65.5;118.5;0;118.5;3.5;1011.3;142;-9
2024-05-13;08:00:00;0;0;499.2;13.9;15.9;12.6;12.8;61.3;122.2;0;122.2;3.7;1011.3;245.4;-4.4
2024-05-13;09:00:00;0;0;582.7;16.1;18.2;12.6;12.7;53.7;113.5;0;113.5;4;1011.2;303.2;1.8
2024-05-13;10:00:00;0;0;658.8;17.5;19.5;12.8;12.7;47.8;123;0;123;4.6;1010.8;362.1;9
2024-05-13;11:00:00;0;0;728;18.2;20;13.1;12.6;42;136.8;0;136.8;6;1010.4;419.2;16.3
2024-05-13;12:00:00;0;0;774.8;18.5;20.3;13.4;12.6;39.5;132.7;0;132.7;6;1010;462;22
2024-05-13;13:00:00;0;0;770.7;18.6;20.3;13.8;12.6;41.4;134.9;0;134.9;6.4;1009.6;461.6;26
2024-05-13;14:00:00;0;0;719.5;18.8;20.3;14.1;12.7;39.3;130.6;0;130.6;6.3;1009.1;417.4;28.2
